"transaction_id","store","status","transaction_date","plan","contract_type","amount"
"b4d8257b","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"bc6ec93d","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"5d39a1e4","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"ca09466c","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"9d743afd","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"a7fc9f01","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"949d4081","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"290737be","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"1b145b6d","Las Vegas","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"ada69f77","Boston","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"4f2c1b72","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"58fe3a05","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"e8d3ac35","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"35c08644","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"6a1d1d5f","Boston","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"b7f1450a","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"7ff4710e","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"19be734d","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"ce9a3631","Boston","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"b6619789","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"6434317d","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"6e561e8b","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"6e0674a7","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"a315af79","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"fbe83f80","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"#NUM!","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"b8e9e0ee","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"ab4f4dd0","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"4e48b58d","Washington DC","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"b513bf0a","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"0ac16034","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"e2b11142","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"68c961cc","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"6d48b427","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"69534a00","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"e4575f08","Washington DC","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"a6ad62c4","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"1966c8a3","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"2f929616","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"6a536a38","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"64e4c76b","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"95ffd8e0","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"8b1388de","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"0693ebcc","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"d49a0e20","Las Vegas","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"848e9e19","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"29d3224c","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"f864a234","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Gold","NEW","19.35"
"73942bb4","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"44e152c9","Boston","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"6bdf3e8b","Boston","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"49423f35","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"164ab559","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"f3366448","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"b63cb844","New York","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"31c4c694","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"0cca0f8c","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"ed6a32fb","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"a818d4e4","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"2105f099","Chicago","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
"45534ef2","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Bronze","NEW","12.2"
"eefe5330","San Francisco","ACTIVE","Mon 04 01 2019 12:00:00 AM","Silver","NEW","14.25"
